created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-04-26T06:26:22+00:00,9582,89.00000,62.00000,60.00000,,,,
2024-04-26T06:26:38+00:00,9583,89.00000,64.00000,63.00000,,,,
2024-04-26T06:26:54+00:00,9584,93.00000,62.00000,62.00000,,,,
2024-04-26T06:27:09+00:00,9585,92.00000,64.00000,59.00000,,,,
2024-04-26T06:27:25+00:00,9586,92.00000,64.00000,63.00000,,,,
2024-04-26T06:27:41+00:00,9587,92.00000,65.00000,61.00000,,,,
2024-04-26T06:27:56+00:00,9588,91.00000,64.00000,59.00000,,,,
2024-04-26T06:28:12+00:00,9589,88.00000,61.00000,60.00000,,,,
2024-04-26T06:28:28+00:00,9590,92.00000,62.00000,61.00000,,,,
2024-04-26T06:28:43+00:00,9591,90.00000,61.00000,59.00000,,,,
2024-04-26T06:28:59+00:00,9592,88.00000,65.00000,61.00000,,,,
2024-04-26T06:29:14+00:00,9593,90.00000,65.00000,62.00000,,,,
2024-04-26T06:29:30+00:00,9594,93.00000,61.00000,63.00000,,,,
2024-04-26T06:29:46+00:00,9595,93.00000,60.00000,63.00000,,,,
2024-04-26T06:30:02+00:00,9596,89.00000,65.00000,63.00000,,,,
2024-04-26T06:30:17+00:00,9597,90.00000,61.00000,61.00000,,,,
2024-04-26T06:30:33+00:00,9598,91.00000,61.00000,62.00000,,,,
2024-04-26T06:30:48+00:00,9599,89.00000,62.00000,59.00000,,,,
2024-04-26T06:31:04+00:00,9600,92.00000,61.00000,61.00000,,,,
2024-04-26T06:31:20+00:00,9601,91.00000,65.00000,59.00000,,,,
2024-04-26T06:31:35+00:00,9602,93.00000,66.00000,60.00000,,,,
2024-04-26T06:31:51+00:00,9603,93.00000,63.00000,59.00000,,,,
2024-04-26T06:32:07+00:00,9604,88.00000,62.00000,60.00000,,,,
2024-04-26T06:32:22+00:00,9605,90.00000,62.00000,58.00000,,,,
2024-04-26T06:32:38+00:00,9606,93.00000,64.00000,62.00000,,,,
2024-04-26T06:32:54+00:00,9607,90.00000,63.00000,62.00000,,,,
2024-04-26T06:33:09+00:00,9608,91.00000,64.00000,59.00000,,,,
2024-04-26T06:33:25+00:00,9609,91.00000,65.00000,63.00000,,,,
2024-04-26T06:33:41+00:00,9610,93.00000,66.00000,59.00000,,,,
2024-04-26T06:33:56+00:00,9611,90.00000,64.00000,59.00000,,,,
2024-04-26T06:34:12+00:00,9612,88.00000,63.00000,63.00000,,,,
2024-04-26T06:34:28+00:00,9613,89.00000,63.00000,58.00000,,,,
2024-04-26T06:34:43+00:00,9614,89.00000,63.00000,62.00000,,,,
2024-04-26T06:34:59+00:00,9615,92.00000,63.00000,61.00000,,,,
2024-04-26T06:35:15+00:00,9616,90.00000,61.00000,62.00000,,,,
2024-04-26T06:35:30+00:00,9617,88.00000,66.00000,63.00000,,,,
2024-04-26T06:35:46+00:00,9618,92.00000,61.00000,58.00000,,,,
2024-04-26T06:36:02+00:00,9619,93.00000,61.00000,63.00000,,,,
2024-04-26T06:36:17+00:00,9620,93.00000,62.00000,60.00000,,,,
2024-04-26T06:36:33+00:00,9621,90.00000,62.00000,59.00000,,,,
2024-04-26T06:36:49+00:00,9622,93.00000,66.00000,59.00000,,,,
2024-04-26T06:37:05+00:00,9623,89.00000,61.00000,60.00000,,,,
2024-04-26T06:37:20+00:00,9624,89.00000,61.00000,59.00000,,,,
2024-04-26T06:37:36+00:00,9625,92.00000,61.00000,59.00000,,,,
2024-04-26T06:37:51+00:00,9626,91.00000,64.00000,61.00000,,,,
2024-04-26T06:38:07+00:00,9627,92.00000,65.00000,59.00000,,,,
2024-04-26T06:38:23+00:00,9628,89.00000,64.00000,59.00000,,,,
2024-04-26T06:38:38+00:00,9629,90.00000,64.00000,61.00000,,,,
2024-04-26T06:38:54+00:00,9630,89.00000,65.00000,59.00000,,,,
2024-04-26T06:39:10+00:00,9631,90.00000,62.00000,59.00000,,,,
2024-04-26T06:39:25+00:00,9632,88.00000,65.00000,59.00000,,,,
2024-04-26T06:39:41+00:00,9633,91.00000,65.00000,61.00000,,,,
2024-04-26T06:39:57+00:00,9634,89.00000,65.00000,59.00000,,,,
2024-04-26T06:40:12+00:00,9635,90.00000,63.00000,63.00000,,,,
2024-04-26T06:40:28+00:00,9636,90.00000,65.00000,64.00000,,,,
2024-04-26T06:40:44+00:00,9637,92.00000,62.00000,61.00000,,,,
2024-04-26T06:40:59+00:00,9638,88.00000,61.00000,64.00000,,,,
2024-04-26T06:41:15+00:00,9639,90.00000,65.00000,61.00000,,,,
2024-04-26T06:41:31+00:00,9640,92.00000,65.00000,62.00000,,,,
2024-04-26T06:41:46+00:00,9641,92.00000,64.00000,61.00000,,,,
2024-04-26T06:42:02+00:00,9642,90.00000,64.00000,59.00000,,,,
2024-04-26T06:42:18+00:00,9643,92.00000,61.00000,62.00000,,,,
2024-04-26T06:42:33+00:00,9644,89.00000,65.00000,59.00000,,,,
2024-04-26T06:42:49+00:00,9645,89.00000,61.00000,62.00000,,,,
2024-04-26T06:43:05+00:00,9646,89.00000,65.00000,62.00000,,,,
2024-04-26T06:43:21+00:00,9647,88.00000,64.00000,60.00000,,,,
2024-04-26T06:43:36+00:00,9648,93.00000,61.00000,63.00000,,,,
2024-04-26T06:43:52+00:00,9649,90.00000,65.00000,62.00000,,,,
2024-04-26T06:44:08+00:00,9650,92.00000,62.00000,60.00000,,,,
2024-04-26T06:44:23+00:00,9651,92.00000,60.00000,64.00000,,,,
2024-04-26T06:44:39+00:00,9652,93.00000,65.00000,58.00000,,,,
2024-04-26T06:44:55+00:00,9653,91.00000,63.00000,59.00000,,,,
2024-04-26T06:45:10+00:00,9654,88.00000,62.00000,63.00000,,,,
2024-04-26T06:45:26+00:00,9655,90.00000,65.00000,61.00000,,,,
2024-04-26T06:45:42+00:00,9656,92.00000,61.00000,59.00000,,,,
2024-04-26T06:45:57+00:00,9657,90.00000,65.00000,60.00000,,,,
2024-04-26T06:46:13+00:00,9658,89.00000,61.00000,61.00000,,,,
2024-04-26T06:46:29+00:00,9659,92.00000,62.00000,59.00000,,,,
2024-04-26T06:46:47+00:00,9660,90.00000,64.00000,62.00000,,,,
2024-04-26T06:47:03+00:00,9661,89.00000,61.00000,59.00000,,,,
2024-04-26T06:47:18+00:00,9662,91.00000,62.00000,62.00000,,,,
2024-04-26T06:47:34+00:00,9663,92.00000,64.00000,63.00000,,,,
2024-04-26T06:47:49+00:00,9664,91.00000,65.00000,60.00000,,,,
2024-04-26T06:48:05+00:00,9665,91.00000,64.00000,62.00000,,,,
2024-04-26T06:48:21+00:00,9666,88.00000,66.00000,59.00000,,,,
2024-04-26T06:48:37+00:00,9667,92.00000,61.00000,63.00000,,,,
2024-04-26T06:48:52+00:00,9668,92.00000,64.00000,64.00000,,,,
2024-04-26T06:49:08+00:00,9669,90.00000,63.00000,62.00000,,,,
2024-04-26T06:49:24+00:00,9670,92.00000,63.00000,63.00000,,,,
2024-04-26T06:49:39+00:00,9671,92.00000,62.00000,59.00000,,,,
2024-04-26T06:49:55+00:00,9672,92.00000,61.00000,60.00000,,,,
2024-04-26T06:50:10+00:00,9673,88.00000,62.00000,60.00000,,,,
2024-04-26T06:50:26+00:00,9674,91.00000,66.00000,61.00000,,,,
2024-04-26T06:50:42+00:00,9675,91.00000,65.00000,58.00000,,,,
2024-04-26T06:50:57+00:00,9676,90.00000,66.00000,62.00000,,,,
2024-04-26T06:51:13+00:00,9677,93.00000,61.00000,60.00000,,,,
2024-04-26T06:51:29+00:00,9678,92.00000,61.00000,63.00000,,,,
2024-04-26T06:51:44+00:00,9679,89.00000,62.00000,61.00000,,,,
2024-04-26T06:52:00+00:00,9680,91.00000,61.00000,61.00000,,,,
2024-04-26T06:52:16+00:00,9681,91.00000,65.00000,59.00000,,,,
2024-04-26T06:52:31+00:00,9682,90.00000,61.00000,62.00000,,,,
2024-04-26T06:52:47+00:00,9683,93.00000,62.00000,63.00000,,,,
2024-04-26T06:53:03+00:00,9684,91.00000,63.00000,63.00000,,,,
2024-04-26T06:53:18+00:00,9685,91.00000,61.00000,62.00000,,,,
2024-04-26T06:53:34+00:00,9686,91.00000,61.00000,59.00000,,,,
2024-04-26T06:53:50+00:00,9687,92.00000,60.00000,60.00000,,,,
2024-04-26T06:54:06+00:00,9688,92.00000,61.00000,58.00000,,,,
2024-04-26T06:54:24+00:00,9689,93.00000,64.00000,63.00000,,,,
2024-04-26T06:54:40+00:00,9690,90.00000,63.00000,63.00000,,,,
2024-04-26T06:54:55+00:00,9691,89.00000,64.00000,58.00000,,,,
2024-04-26T06:55:11+00:00,9692,89.00000,62.00000,62.00000,,,,
2024-04-26T06:55:26+00:00,9693,89.00000,65.00000,59.00000,,,,
2024-04-26T06:55:42+00:00,9694,89.00000,65.00000,58.00000,,,,
2024-04-26T06:55:58+00:00,9695,92.00000,61.00000,60.00000,,,,
2024-04-26T06:56:13+00:00,9696,92.00000,61.00000,59.00000,,,,
2024-04-26T06:56:29+00:00,9697,89.00000,63.00000,60.00000,,,,
2024-04-26T06:56:45+00:00,9698,93.00000,62.00000,59.00000,,,,
2024-04-26T06:57:00+00:00,9699,89.00000,62.00000,62.00000,,,,
2024-04-26T06:57:16+00:00,9700,89.00000,61.00000,62.00000,,,,
2024-04-26T06:57:32+00:00,9701,89.00000,61.00000,59.00000,,,,
2024-04-26T06:57:47+00:00,9702,93.00000,61.00000,59.00000,,,,
2024-04-26T06:58:03+00:00,9703,91.00000,61.00000,64.00000,,,,
2024-04-26T06:58:19+00:00,9704,93.00000,61.00000,59.00000,,,,
2024-04-26T06:58:35+00:00,9705,93.00000,63.00000,59.00000,,,,
2024-04-26T06:58:50+00:00,9706,90.00000,61.00000,58.00000,,,,
2024-04-26T06:59:06+00:00,9707,93.00000,64.00000,64.00000,,,,
2024-04-26T06:59:21+00:00,9708,91.00000,63.00000,61.00000,,,,
2024-04-26T06:59:37+00:00,9709,89.00000,64.00000,60.00000,,,,
2024-04-26T06:59:53+00:00,9710,90.00000,63.00000,60.00000,,,,
2024-04-26T07:00:09+00:00,9711,92.00000,63.00000,62.00000,,,,
2024-04-26T07:00:24+00:00,9712,91.00000,66.00000,60.00000,,,,
2024-04-26T07:00:40+00:00,9713,91.00000,65.00000,61.00000,,,,
2024-04-26T07:00:56+00:00,9714,88.00000,61.00000,60.00000,,,,
2024-04-26T07:01:11+00:00,9715,92.00000,64.00000,58.00000,,,,
2024-04-26T07:01:27+00:00,9716,92.00000,62.00000,60.00000,,,,
2024-04-26T07:01:43+00:00,9717,88.00000,62.00000,61.00000,,,,
2024-04-26T07:01:58+00:00,9718,89.00000,61.00000,58.00000,,,,
2024-04-26T07:02:14+00:00,9719,90.00000,61.00000,63.00000,,,,
2024-04-26T07:02:30+00:00,9720,93.00000,63.00000,59.00000,,,,
2024-04-26T07:02:45+00:00,9721,93.00000,63.00000,63.00000,,,,
2024-04-26T07:03:01+00:00,9722,89.00000,65.00000,63.00000,,,,
2024-04-26T07:03:17+00:00,9723,89.00000,65.00000,59.00000,,,,
2024-04-26T07:03:32+00:00,9724,90.00000,65.00000,61.00000,,,,
2024-04-26T07:03:48+00:00,9725,93.00000,64.00000,59.00000,,,,
2024-04-26T07:04:04+00:00,9726,89.00000,65.00000,61.00000,,,,
2024-04-26T07:04:19+00:00,9727,92.00000,65.00000,60.00000,,,,
2024-04-26T07:04:35+00:00,9728,92.00000,66.00000,59.00000,,,,
2024-04-26T07:04:51+00:00,9729,89.00000,64.00000,63.00000,,,,
2024-04-26T07:05:06+00:00,9730,93.00000,64.00000,58.00000,,,,
2024-04-26T07:05:22+00:00,9731,89.00000,65.00000,63.00000,,,,
2024-04-26T07:05:38+00:00,9732,89.00000,65.00000,63.00000,,,,
2024-04-26T07:05:53+00:00,9733,91.00000,61.00000,59.00000,,,,
2024-04-26T07:06:09+00:00,9734,89.00000,61.00000,59.00000,,,,
2024-04-26T07:06:25+00:00,9735,88.00000,64.00000,60.00000,,,,
2024-04-26T07:06:40+00:00,9736,92.00000,61.00000,62.00000,,,,
2024-04-26T07:06:56+00:00,9737,89.00000,65.00000,64.00000,,,,
2024-04-26T07:07:12+00:00,9738,92.00000,62.00000,59.00000,,,,
2024-04-26T07:07:27+00:00,9739,93.00000,65.00000,63.00000,,,,
2024-04-26T07:07:43+00:00,9740,91.00000,65.00000,63.00000,,,,
2024-04-26T07:07:59+00:00,9741,92.00000,61.00000,60.00000,,,,
2024-04-26T07:08:14+00:00,9742,90.00000,64.00000,63.00000,,,,
2024-04-26T07:08:30+00:00,9743,93.00000,63.00000,58.00000,,,,
2024-04-26T07:08:46+00:00,9744,90.00000,63.00000,59.00000,,,,
2024-04-26T07:09:01+00:00,9745,88.00000,61.00000,63.00000,,,,
2024-04-26T07:09:17+00:00,9746,89.00000,62.00000,62.00000,,,,
2024-04-26T07:09:32+00:00,9747,93.00000,62.00000,59.00000,,,,
2024-04-26T07:09:48+00:00,9748,89.00000,61.00000,61.00000,,,,
2024-04-26T07:10:04+00:00,9749,92.00000,65.00000,61.00000,,,,
2024-04-26T07:10:19+00:00,9750,89.00000,60.00000,63.00000,,,,
2024-04-26T07:10:35+00:00,9751,92.00000,65.00000,64.00000,,,,
2024-04-26T07:10:51+00:00,9752,91.00000,62.00000,62.00000,,,,
2024-04-26T07:11:06+00:00,9753,91.00000,61.00000,61.00000,,,,
2024-04-26T07:11:22+00:00,9754,93.00000,61.00000,62.00000,,,,
2024-04-26T07:11:38+00:00,9755,91.00000,64.00000,60.00000,,,,
2024-04-26T07:11:53+00:00,9756,92.00000,62.00000,60.00000,,,,
2024-04-26T07:12:09+00:00,9757,93.00000,64.00000,64.00000,,,,
2024-04-26T07:12:25+00:00,9758,89.00000,64.00000,60.00000,,,,
2024-04-26T07:12:40+00:00,9759,92.00000,65.00000,64.00000,,,,
2024-04-26T07:12:56+00:00,9760,92.00000,63.00000,60.00000,,,,
2024-04-26T07:13:12+00:00,9761,88.00000,63.00000,59.00000,,,,
2024-04-26T07:13:27+00:00,9762,93.00000,61.00000,64.00000,,,,
2024-04-26T07:13:43+00:00,9763,91.00000,61.00000,62.00000,,,,
2024-04-26T07:13:58+00:00,9764,91.00000,65.00000,61.00000,,,,
2024-04-26T07:14:14+00:00,9765,92.00000,65.00000,59.00000,,,,
2024-04-26T07:14:30+00:00,9766,90.00000,63.00000,62.00000,,,,
2024-04-26T07:14:46+00:00,9767,91.00000,61.00000,63.00000,,,,
2024-04-26T07:15:01+00:00,9768,93.00000,65.00000,63.00000,,,,
2024-04-26T07:15:17+00:00,9769,90.00000,63.00000,60.00000,,,,
2024-04-26T07:15:33+00:00,9770,89.00000,65.00000,59.00000,,,,
2024-04-26T07:15:48+00:00,9771,90.00000,65.00000,64.00000,,,,
2024-04-26T07:16:04+00:00,9772,89.00000,61.00000,62.00000,,,,
2024-04-26T07:16:20+00:00,9773,92.00000,61.00000,64.00000,,,,
2024-04-26T07:16:35+00:00,9774,92.00000,64.00000,58.00000,,,,
2024-04-26T07:16:51+00:00,9775,89.00000,61.00000,60.00000,,,,
2024-04-26T07:17:07+00:00,9776,92.00000,63.00000,61.00000,,,,
2024-04-26T07:17:22+00:00,9777,92.00000,65.00000,58.00000,,,,
2024-04-26T07:17:38+00:00,9778,92.00000,64.00000,58.00000,,,,
2024-04-26T07:17:53+00:00,9779,93.00000,61.00000,60.00000,,,,
2024-04-26T07:18:09+00:00,9780,92.00000,61.00000,63.00000,,,,
2024-04-26T07:18:25+00:00,9781,91.00000,62.00000,59.00000,,,,
2024-04-26T07:18:40+00:00,9782,89.00000,62.00000,62.00000,,,,
2024-04-26T07:18:56+00:00,9783,93.00000,61.00000,63.00000,,,,
2024-04-26T07:19:12+00:00,9784,91.00000,61.00000,59.00000,,,,
2024-04-26T07:19:27+00:00,9785,90.00000,65.00000,63.00000,,,,
2024-04-26T07:19:43+00:00,9786,90.00000,61.00000,58.00000,,,,
2024-04-26T07:19:58+00:00,9787,92.00000,62.00000,58.00000,,,,
2024-04-26T07:20:14+00:00,9788,89.00000,61.00000,61.00000,,,,
2024-04-26T07:20:30+00:00,9789,93.00000,61.00000,63.00000,,,,
2024-04-26T07:20:45+00:00,9790,92.00000,65.00000,61.00000,,,,
2024-04-26T07:21:01+00:00,9791,93.00000,62.00000,60.00000,,,,
2024-04-26T07:21:17+00:00,9792,91.00000,62.00000,63.00000,,,,
2024-04-26T07:21:32+00:00,9793,89.00000,65.00000,63.00000,,,,
2024-04-26T07:21:48+00:00,9794,89.00000,63.00000,62.00000,,,,
2024-04-26T07:22:04+00:00,9795,93.00000,63.00000,61.00000,,,,
2024-04-26T07:22:20+00:00,9796,93.00000,62.00000,61.00000,,,,
2024-04-26T07:22:35+00:00,9797,93.00000,63.00000,63.00000,,,,
2024-04-26T07:22:51+00:00,9798,90.00000,65.00000,58.00000,,,,
2024-04-26T07:23:06+00:00,9799,89.00000,62.00000,61.00000,,,,
2024-04-26T07:23:22+00:00,9800,89.00000,61.00000,63.00000,,,,
2024-04-26T07:23:38+00:00,9801,92.00000,63.00000,62.00000,,,,
2024-04-26T07:23:53+00:00,9802,89.00000,64.00000,60.00000,,,,
2024-04-26T07:24:09+00:00,9803,93.00000,61.00000,59.00000,,,,
2024-04-26T07:24:25+00:00,9804,90.00000,61.00000,59.00000,,,,
2024-04-26T07:24:40+00:00,9805,93.00000,61.00000,58.00000,,,,
2024-04-26T07:24:56+00:00,9806,92.00000,60.00000,60.00000,,,,
2024-04-26T07:25:12+00:00,9807,92.00000,65.00000,62.00000,,,,
2024-04-26T07:25:27+00:00,9808,89.00000,64.00000,61.00000,,,,
2024-04-26T07:25:43+00:00,9809,90.00000,65.00000,60.00000,,,,
2024-04-26T07:25:59+00:00,9810,92.00000,61.00000,59.00000,,,,
2024-04-26T07:26:14+00:00,9811,90.00000,64.00000,59.00000,,,,
2024-04-26T07:26:31+00:00,9812,88.00000,62.00000,63.00000,,,,
2024-04-26T07:26:47+00:00,9813,91.00000,65.00000,60.00000,,,,
2024-04-26T07:27:02+00:00,9814,92.00000,61.00000,62.00000,,,,
2024-04-26T07:27:18+00:00,9815,89.00000,61.00000,59.00000,,,,
2024-04-26T07:27:35+00:00,9816,88.00000,61.00000,60.00000,,,,
2024-04-26T07:27:50+00:00,9817,88.00000,65.00000,62.00000,,,,
2024-04-26T07:28:06+00:00,9818,91.00000,63.00000,60.00000,,,,
2024-04-26T07:28:22+00:00,9819,92.00000,64.00000,60.00000,,,,
2024-04-26T07:28:37+00:00,9820,92.00000,63.00000,59.00000,,,,
2024-04-26T07:28:53+00:00,9821,90.00000,62.00000,63.00000,,,,
2024-04-26T07:29:09+00:00,9822,92.00000,64.00000,60.00000,,,,
2024-04-26T07:29:24+00:00,9823,91.00000,63.00000,59.00000,,,,
2024-04-26T07:29:40+00:00,9824,92.00000,65.00000,61.00000,,,,
2024-04-26T07:29:55+00:00,9825,93.00000,61.00000,62.00000,,,,
2024-04-26T07:30:11+00:00,9826,89.00000,65.00000,60.00000,,,,
2024-04-26T07:30:27+00:00,9827,89.00000,65.00000,62.00000,,,,
2024-04-26T07:30:43+00:00,9828,91.00000,60.00000,61.00000,,,,
2024-04-26T07:30:58+00:00,9829,92.00000,61.00000,59.00000,,,,
2024-04-26T07:31:14+00:00,9830,89.00000,65.00000,62.00000,,,,
2024-04-26T07:31:30+00:00,9831,90.00000,63.00000,61.00000,,,,
2024-04-26T07:31:45+00:00,9832,91.00000,61.00000,58.00000,,,,
2024-04-26T07:32:01+00:00,9833,92.00000,63.00000,59.00000,,,,
2024-04-26T07:32:18+00:00,9834,92.00000,61.00000,60.00000,,,,
2024-04-26T07:32:33+00:00,9835,92.00000,65.00000,62.00000,,,,
2024-04-26T07:32:49+00:00,9836,92.00000,65.00000,62.00000,,,,
2024-04-26T07:33:04+00:00,9837,90.00000,62.00000,63.00000,,,,
2024-04-26T07:33:20+00:00,9838,91.00000,64.00000,60.00000,,,,
2024-04-26T07:33:36+00:00,9839,89.00000,64.00000,60.00000,,,,
2024-04-26T07:33:51+00:00,9840,91.00000,63.00000,63.00000,,,,
2024-04-26T07:34:07+00:00,9841,90.00000,62.00000,59.00000,,,,
2024-04-26T07:34:22+00:00,9842,88.00000,65.00000,61.00000,,,,
2024-04-26T07:34:38+00:00,9843,93.00000,63.00000,63.00000,,,,
2024-04-26T07:34:54+00:00,9844,91.00000,61.00000,61.00000,,,,
2024-04-26T07:35:09+00:00,9845,91.00000,62.00000,61.00000,,,,
2024-04-26T07:35:25+00:00,9846,88.00000,62.00000,62.00000,,,,
2024-04-26T07:35:41+00:00,9847,89.00000,63.00000,60.00000,,,,
2024-04-26T07:35:56+00:00,9848,88.00000,63.00000,63.00000,,,,
2024-04-26T07:36:12+00:00,9849,89.00000,61.00000,58.00000,,,,
2024-04-26T07:36:28+00:00,9850,89.00000,65.00000,58.00000,,,,
2024-04-26T07:36:44+00:00,9851,87.00000,65.00000,63.00000,,,,
2024-04-26T07:37:00+00:00,9852,93.00000,63.00000,63.00000,,,,
2024-04-26T07:37:15+00:00,9853,91.00000,63.00000,61.00000,,,,
2024-04-26T07:37:31+00:00,9854,92.00000,62.00000,60.00000,,,,
2024-04-26T07:37:47+00:00,9855,91.00000,64.00000,61.00000,,,,
2024-04-26T07:38:02+00:00,9856,89.00000,62.00000,62.00000,,,,
2024-04-26T07:38:18+00:00,9857,93.00000,65.00000,59.00000,,,,
2024-04-26T07:38:33+00:00,9858,92.00000,61.00000,59.00000,,,,
2024-04-26T07:38:49+00:00,9859,89.00000,63.00000,58.00000,,,,
2024-04-26T07:39:05+00:00,9860,92.00000,63.00000,62.00000,,,,
2024-04-26T07:39:20+00:00,9861,89.00000,62.00000,59.00000,,,,
2024-04-26T07:39:36+00:00,9862,88.00000,64.00000,59.00000,,,,
2024-04-26T07:39:52+00:00,9863,91.00000,64.00000,59.00000,,,,
2024-04-26T07:40:07+00:00,9864,92.00000,66.00000,58.00000,,,,
2024-04-26T07:40:23+00:00,9865,93.00000,65.00000,59.00000,,,,
2024-04-26T07:40:39+00:00,9866,91.00000,61.00000,61.00000,,,,
2024-04-26T07:40:54+00:00,9867,92.00000,63.00000,61.00000,,,,
2024-04-26T07:41:10+00:00,9868,92.00000,63.00000,63.00000,,,,
2024-04-26T07:41:26+00:00,9869,90.00000,61.00000,63.00000,,,,
2024-04-26T07:41:41+00:00,9870,92.00000,64.00000,59.00000,,,,
2024-04-26T07:41:57+00:00,9871,92.00000,64.00000,63.00000,,,,
2024-04-26T07:42:13+00:00,9872,92.00000,62.00000,62.00000,,,,
2024-04-26T07:42:28+00:00,9873,88.00000,62.00000,62.00000,,,,
2024-04-26T07:42:44+00:00,9874,93.00000,62.00000,57.00000,,,,
2024-04-26T07:43:00+00:00,9875,89.00000,63.00000,61.00000,,,,
2024-04-26T07:43:15+00:00,9876,92.00000,65.00000,62.00000,,,,
2024-04-26T07:43:31+00:00,9877,89.00000,62.00000,63.00000,,,,
2024-04-26T07:43:47+00:00,9878,91.00000,61.00000,61.00000,,,,
2024-04-26T07:44:02+00:00,9879,89.00000,61.00000,59.00000,,,,
2024-04-26T07:44:18+00:00,9880,91.00000,62.00000,59.00000,,,,
2024-04-26T07:44:34+00:00,9881,88.00000,64.00000,64.00000,,,,
2024-04-26T07:44:50+00:00,9882,90.00000,65.00000,62.00000,,,,
2024-04-26T07:45:05+00:00,9883,88.00000,60.00000,61.00000,,,,
2024-04-26T07:45:21+00:00,9884,92.00000,61.00000,60.00000,,,,
2024-04-26T07:45:37+00:00,9885,92.00000,60.00000,63.00000,,,,
2024-04-26T07:45:52+00:00,9886,89.00000,61.00000,63.00000,,,,
2024-04-26T07:46:08+00:00,9887,88.00000,65.00000,60.00000,,,,
2024-04-26T07:46:23+00:00,9888,92.00000,64.00000,63.00000,,,,
2024-04-26T07:46:39+00:00,9889,89.00000,61.00000,58.00000,,,,
2024-04-26T07:46:55+00:00,9890,89.00000,62.00000,62.00000,,,,
2024-04-26T07:47:10+00:00,9891,89.00000,63.00000,64.00000,,,,
2024-04-26T07:47:26+00:00,9892,91.00000,64.00000,58.00000,,,,
2024-04-26T07:47:42+00:00,9893,89.00000,61.00000,61.00000,,,,
2024-04-26T07:47:57+00:00,9894,93.00000,62.00000,59.00000,,,,
2024-04-26T07:48:13+00:00,9895,88.00000,65.00000,58.00000,,,,
2024-04-26T07:48:28+00:00,9896,88.00000,60.00000,60.00000,,,,
2024-04-26T07:48:44+00:00,9897,92.00000,61.00000,62.00000,,,,
2024-04-26T07:49:00+00:00,9898,88.00000,60.00000,59.00000,,,,
2024-04-26T07:49:16+00:00,9899,92.00000,64.00000,62.00000,,,,
2024-04-26T07:49:31+00:00,9900,89.00000,65.00000,63.00000,,,,
2024-04-26T07:49:47+00:00,9901,92.00000,61.00000,60.00000,,,,
2024-04-26T07:50:03+00:00,9902,89.00000,66.00000,61.00000,,,,
2024-04-26T07:50:19+00:00,9903,88.00000,60.00000,61.00000,,,,
2024-04-26T07:50:34+00:00,9904,89.00000,65.00000,62.00000,,,,
2024-04-26T07:50:50+00:00,9905,89.00000,61.00000,63.00000,,,,
2024-04-26T07:51:06+00:00,9906,89.00000,61.00000,58.00000,,,,
2024-04-26T07:51:21+00:00,9907,89.00000,60.00000,59.00000,,,,
2024-04-26T07:51:37+00:00,9908,89.00000,60.00000,62.00000,,,,
2024-04-26T07:51:52+00:00,9909,93.00000,65.00000,63.00000,,,,
2024-04-26T07:52:08+00:00,9910,90.00000,62.00000,63.00000,,,,
2024-04-26T07:52:24+00:00,9911,91.00000,61.00000,62.00000,,,,
2024-04-26T07:52:39+00:00,9912,91.00000,65.00000,61.00000,,,,
2024-04-26T07:52:55+00:00,9913,91.00000,63.00000,61.00000,,,,
2024-04-26T07:53:11+00:00,9914,92.00000,62.00000,59.00000,,,,
2024-04-26T07:53:26+00:00,9915,89.00000,61.00000,60.00000,,,,
2024-04-26T07:53:43+00:00,9916,90.00000,63.00000,63.00000,,,,
2024-04-26T07:53:59+00:00,9917,93.00000,60.00000,63.00000,,,,
2024-04-26T07:54:14+00:00,9918,92.00000,64.00000,61.00000,,,,
2024-04-26T07:54:30+00:00,9919,88.00000,64.00000,58.00000,,,,
2024-04-26T07:54:46+00:00,9920,92.00000,63.00000,58.00000,,,,
2024-04-26T07:55:01+00:00,9921,92.00000,62.00000,59.00000,,,,
2024-04-26T07:55:17+00:00,9922,89.00000,61.00000,60.00000,,,,
2024-04-26T07:55:33+00:00,9923,88.00000,62.00000,63.00000,,,,
2024-04-26T07:55:48+00:00,9924,93.00000,63.00000,59.00000,,,,
2024-04-26T07:56:04+00:00,9925,93.00000,62.00000,62.00000,,,,
2024-04-26T07:56:20+00:00,9926,93.00000,66.00000,62.00000,,,,
2024-04-26T07:56:35+00:00,9927,92.00000,64.00000,62.00000,,,,
2024-04-26T07:56:51+00:00,9928,89.00000,61.00000,61.00000,,,,
2024-04-26T07:57:07+00:00,9929,89.00000,65.00000,60.00000,,,,
2024-04-26T07:57:22+00:00,9930,92.00000,64.00000,63.00000,,,,
2024-04-26T07:57:38+00:00,9931,89.00000,61.00000,63.00000,,,,
2024-04-26T07:57:54+00:00,9932,93.00000,64.00000,60.00000,,,,
2024-04-26T07:58:09+00:00,9933,89.00000,65.00000,60.00000,,,,
2024-04-26T07:58:25+00:00,9934,93.00000,61.00000,59.00000,,,,
2024-04-26T07:58:41+00:00,9935,92.00000,61.00000,63.00000,,,,
2024-04-26T07:58:56+00:00,9936,93.00000,65.00000,60.00000,,,,
2024-04-26T07:59:12+00:00,9937,89.00000,62.00000,63.00000,,,,
2024-04-26T07:59:28+00:00,9938,91.00000,65.00000,59.00000,,,,
2024-04-26T07:59:43+00:00,9939,90.00000,65.00000,59.00000,,,,
